FID,ID_RAGIONE,RAGIONE_SO,INDIRIZZO_,ID_STRUTTU,DENOMINAZI,SITOWEB,NUMERO_STA,NUMERO_LET,SUB_COD_VI,CIVICO,LETTERA,ZONA_IDS,PERCENTUAL,TIPO_STRUT,TIPOLOGIA_,NUM_STELLE,TIPO,CLASSIFICA,INDIRIZZO,CODICE_VIA,SUB_CODICE,COD_ISOLAT,COD_LOCALI,COD_QUARTI,COD_MUNICI,COD_ZONA,TELEFONO,ESRI_OID,x,y
3918,1000284,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,680,B&B BIENNALE,PUBBLICAZIONE DATO NON AUTORIZZATA,2,4,11720,1,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,BED and BREAKFAST,2,L,2 LEONI,"CAMPO MONTE GRAPPA,1",11720,11720,270420425,0270425003,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,5867,12.3604656147439,45.4287309766778
68,1001613,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,3560,CA' MARTINA,PUBBLICAZIONE DATO NON AUTORIZZATA,2,3,2780,3143,F,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,UNITA' ABITATIVE AMMOBILIATE AD USO TURISTICO,2,L,2 LEONI,"CANNAREGIO,3143/F",2780,55940,270420536,0270425009,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,1302,12.3265917875846,45.4472066212456
4302,1004626,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,4920,ALLOGGI NOVECENTO 2,PUBBLICAZIONE DATO NON AUTORIZZATA,5,9,16000,2684,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,2,L,2 LEONI,"SAN MARCO,2684",16000,41650,270420054,0270425001,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,6725,12.3312076669655,45.4323067887484
3964,1004966,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,3553,CENTRALE TERRACE,PUBBLICAZIONE DATO NON AUTORIZZATA,2,4,16000,1480,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,UNITA' ABITATIVE AMMOBILIATE AD USO TURISTICO,4,L,4 LEONI,"SAN MARCO,1480",16000,41970,270420025,0270425001,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,5955,12.3362750470384,45.4333994313791
4989,1005697,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,2118,CASA DEI PITTORI CA' VERONESE,PUBBLICAZIONE DATO NON AUTORIZZATA,2,2,15610,1032,A,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,UNITA' ABITATIVE AMMOBILIATE AD USO TURISTICO,2,L,2 LEONI,"SANTA CROCE,1032/A",15610,76990,270420955,0270425014,2,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,9170,12.327084470294,45.4392213689606
3323,1004988,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1732,AFFITTACAMERE ALLA BIENNALE,PUBBLICAZIONE DATO NON AUTORIZZATA,6,8,3190,1647,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,3,L,3 LEONI,"CASTELLO,1647",3190,32770,270420326,0270425002,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,4065,12.3508898977862,45.4320603408794
3764,1005158,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,3593,5499 GONDOLA,PUBBLICAZIONE DATO NON AUTORIZZATA,1,1,16000,5499,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,UNITA' ABITATIVE AMMOBILIATE AD USO TURISTICO,2,L,2 LEONI,"SAN MARCO,5499",16000,43410,270420169,0270425001,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,5587,12.3375645310539,45.4381014269664
3369,1005998,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,7491,AFFITTACAMERE ALLA CORTE ROSSA,PUBBLICAZIONE DATO NON AUTORIZZATA,6,11,7070,2518,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,2,L,2 LEONI,"DORSODURO,2518",7070,60610,270421045,0270425016,2,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,4149,12.3203546928235,45.4347457534991
3569,1004907,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,2061,CÀ DEL CONTE 1,PUBBLICAZIONE DATO NON AUTORIZZATA,4,7,3190,4428,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,2,L,2 LEONI,"CASTELLO,4428",3190,35670,270420255,0270425002,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,4503,12.340991489358,45.436088771949
3950,1005272,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,4016,CA GIUSTINIAN LOLIN I,PUBBLICAZIONE DATO NON AUTORIZZATA,6,10,16000,2896,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,2,L,2 LEONI,"SAN MARCO,2896",16000,42140,270420063,0270425001,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,5928,12.3289573417487,45.4325240897725
5112,1005180,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,2011,APPARTAMENTO SAN POLO 885,PUBBLICAZIONE DATO NON AUTORIZZATA,2,3,16210,885,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,UNITA' ABITATIVE AMMOBILIATE AD USO TURISTICO,3,L,3 LEONI,"SAN POLO,885",16210,73010,270420803,0270425013,2,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,9231,12.3333964535141,45.4386361723433
4024,1004887,ANDREAN DONATELLA,affittacamere.andrean@yahoo.it,1149,ALLOGGI ANDREAN DONATELLA,PUBBLICAZIONE DATO NON AUTORIZZATA,6,10,16580,11,_,"ISOLE DELLA LAGUNA (ESCLUSO CENTRO STORICO, GIUDECCA, ISOLE DEDICATE IN VIA PRINCIPALE ALLA FUNZIONE RICETTIVA E ALBERGHI A 5 STELLE)",20,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,2,L,2 LEONI,"VIA DEI SANMICHELI,11",16580,16580,270421249,0270425048,3,2,2,0415263472,9779,12.3837931889502,45.4311924663804
1362,1005434,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,7332,LA GONDOLA,PUBBLICAZIONE DATO NON AUTORIZZATA,2,3,2780,180,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,2,L,2 LEONI,"CANNAREGIO,180",2780,52770,270420470,0270425009,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,791,12.3240110620333,45.4422113447282
655,1005123,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,436,VANIGLIA BED AND BREAKFAST,PUBBLICAZIONE DATO NON AUTORIZZATA,2,4,13460,6,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,BED and BREAKFAST,2,L,2 LEONI,"CALLE FRANCO PASSARELLA,6",13460,13460,270420433,0270425003,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,2264,12.3612554513138,45.4268739425197
4757,1005150,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1010225,LAGOON SUITES APPARTAMENTO 4,PUBBLICAZIONE DATO NON AUTORIZZATA,1,2,12470,77,_,"ISOLE DELLA LAGUNA (ESCLUSO CENTRO STORICO, GIUDECCA, ISOLE DEDICATE IN VIA PRINCIPALE ALLA FUNZIONE RICETTIVA E ALBERGHI A 5 STELLE)",20,STRUTTURE RICETTIVE COMPLEMENTARI,UNITA' ABITATIVE AMMOBILIATE AD USO TURISTICO,4,L,4 LEONI,"FONDAMENTA ANDREA NAVAGERO,77",12470,12470,270421581,0270425025,5,1,2,PUBBLICAZIONE DATO NON AUTORIZZATA,9471,12.3571835805422,45.4541002382369
4585,1005218,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,2005,CA' SAN VIO,PUBBLICAZIONE DATO NON AUTORIZZATA,5,7,7070,531,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,2,L,2 LEONI,"DORSODURO,531",7070,63420,270421128,0270425016,2,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,9381,12.330607429278,45.4297675463688
1929,1005108,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1576,B&B S.MARCO,PUBBLICAZIONE DATO NON AUTORIZZATA,3,6,3190,3385,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,BED and BREAKFAST,2,L,2 LEONI,"CASTELLO,3385",3190,33190,270420228,0270425002,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,3049,12.3451207441843,45.4362126135108
1382,1005434,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,7331,CA' DELLA DAMA,PUBBLICAZIONE DATO NON AUTORIZZATA,1,6,2780,180,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,UNITA' ABITATIVE AMMOBILIATE AD USO TURISTICO,2,L,2 LEONI,"CANNAREGIO,180",2780,52770,270420470,0270425009,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,824,12.3240110620333,45.4422113447282
4963,1004619,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1056,BEST WINDOWS 1,PUBBLICAZIONE DATO NON AUTORIZZATA,1,3,16000,144,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,UNITA' ABITATIVE AMMOBILIATE AD USO TURISTICO,4,L,4 LEONI,"SAN MARCO,144",16000,44340,270420014,0270425001,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,9157,12.3389253944506,45.4345759380296
4763,1004930,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1875,GAFARO,PUBBLICAZIONE DATO NON AUTORIZZATA,6,9,7070,3589,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,2,L,2 LEONI,"DORSODURO,3589",7070,62530,270421048,0270425016,2,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,9474,12.3222790430521,45.4360763721823
2258,1012402,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1012439,B&B IL GIARDINO DI GIULIA,PUBBLICAZIONE DATO NON AUTORIZZATA,1,2,15610,965,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,BED and BREAKFAST,2,L,2 LEONI,"SANTA CROCE,965",15610,75670,270420966,0270425014,2,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,5044,12.3247610515625,45.4407282104707
8,1005447,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,5018,B&B AL POZZO DI LUCE,PUBBLICAZIONE DATO NON AUTORIZZATA,3,6,2780,5107,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,BED and BREAKFAST,3,L,3 LEONI,"CANNAREGIO,5107",2780,50690,270420654,0270425009,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,1212,12.3397954868942,45.4427292160542
4336,1005111,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,14,CA' ANGELI,PUBBLICAZIONE DATO NON AUTORIZZATA,6,15,16210,1434,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,4,L,4 LEONI,"SAN POLO,1434",16210,74000,270420830,0270425013,2,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,6759,12.3312841415564,45.4367523392567
4926,1004772,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,256,SAN ZULIAN 2,PUBBLICAZIONE DATO NON AUTORIZZATA,2,3,16000,538,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,UNITA' ABITATIVE AMMOBILIATE AD USO TURISTICO,2,L,2 LEONI,"SAN MARCO,538",16000,40300,270420013,0270425001,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,9562,12.3385792802778,45.4362419077618
2215,1016417,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1016458,B&B VENICE HOME,PUBBLICAZIONE DATO NON AUTORIZZATA,3,5,8750,797,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,BED and BREAKFAST,3,L,3 LEONI,"GIUDECCA (VENEZIA),797",8750,65030,270421185,0270425020,2,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,4958,12.3215321920446,45.427748543828
1474,1005596,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,10828,B&B ART DREAMS VENEZIA,PUBBLICAZIONE DATO NON AUTORIZZATA,3,7,2780,1373,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,BED and BREAKFAST,3,L,3 LEONI,"CANNAREGIO,1373",2780,56370,270420521,0270425009,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,977,12.327654334844,45.4438185655123
4528,1012593,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1012648,MAISON BOUTIQUE AL REDENTORE,PUBBLICAZIONE DATO NON AUTORIZZATA,35,70,8750,866,T,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,CASE PER VACANZA,4,L,4 LEONI,"GIUDECCA (VENEZIA),866/T",8750,61020,270421203,0270425020,2,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,8944,12.3318255267725,45.4244892233146
1033,1005133,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,610,VILLA BERGHINZ,PUBBLICAZIONE DATO NON AUTORIZZATA,3,7,12510,22,_,"ISOLE DELLA LAGUNA (ESCLUSO CENTRO STORICO, GIUDECCA, ISOLE DEDICATE IN VIA PRINCIPALE ALLA FUNZIONE RICETTIVA E ALBERGHI A 5 STELLE)",20,STRUTTURE RICETTIVE COMPLEMENTARI,BED and BREAKFAST,4,L,4 LEONI,"VIA NEGROPONTE,22",12510,12510,270421282,0270425048,3,2,2,PUBBLICAZIONE DATO NON AUTORIZZATA,233,12.373348546301,45.4177524805044
4279,1005157,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1992,B&B CASA IN LAGUNA,PUBBLICAZIONE DATO NON AUTORIZZATA,3,6,3190,6534,B,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,BED and BREAKFAST,2,L,2 LEONI,"CASTELLO,6534/B",3190,31220,270420220,0270425002,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,6702,12.345708290263,45.4391523609314
4771,1000613,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1165,B&B ARABESQUE,PUBBLICAZIONE DATO NON AUTORIZZATA,3,8,3190,4910,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,BED and BREAKFAST,2,L,2 LEONI,"CASTELLO,4910",3190,30210,270420247,0270425002,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,9478,12.3427268483412,45.4365530669145
4328,1004990,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,9005,SANDOLO,PUBBLICAZIONE DATO NON AUTORIZZATA,2,4,16000,580,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,UNITA' ABITATIVE AMMOBILIATE AD USO TURISTICO,3,L,3 LEONI,"SAN MARCO,580",16000,42520,270420149,0270425001,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,6751,12.3379095305943,45.4361085594854
