FID,INDIRIZZO,Name,ADDRESS
3039,"SAN MARCO,688",SAN MARCO 688 P.2,SM688
3040,"SAN MARCO,688",SAN MARCO 688 P.1,SM688
3041,"VIA ANTONIO LOTTI,11",OZZY 2025,X_VIA ANTONIO LOTTI11
3042,"STRADA VICINALE MALAMOCCO ALBERONI,10",LIDO DI VENEZIA,X_STRADA VICINALE MALAMOCCO ALBERONI10
3043,"STRADA VICINALE MALAMOCCO ALBERONI,10",EUROTEL ALESSANDRA,X_STRADA VICINALE MALAMOCCO ALBERONI10
3044,"STRADA VICINALE MALAMOCCO ALBERONI,10",LA FINESTRASUL MAR,X_STRADA VICINALE MALAMOCCO ALBERONI10
3046,"DORSODURO,2604",STANDARD APARTMENT 3,DD2604
3047,"DORSODURO,2604",LOFT WITH TERRACE,DD2604
3048,"DORSODURO,2604",MODERN APARTAMENT,DD2604
3049,"DORSODURO,2604",CAMINO APARTAMENT,DD2604
3050,"CANNAREGIO,4801",CA' GIORGIONE,CN4801
3051,"CASTELLO,1659/A",CASA VENEZIANA,CA1659A
3052,"CANNAREGIO,2165",MADDALENA'S HOUSE,CN2165
3053,"CASTELLO,2569",495 ANZOLO,CA2569
3058,"RIVA GIO E VINDELINO DA SPIRA,18",DUE PIANI LUNGOLAGUNA E GIARDINO,X_RIVA GIO E VINDELINO DA SPIRA18
3060,"CANNAREGIO,6027",LIONA,CN6027
3061,"CANNAREGIO,6027",MOROSINA,CN6027
3062,"CANNAREGIO,6027",DOGA',CN6027
3063,"CANNAREGIO,6027",FIGHERI,CN6027
3064,"CANNAREGIO,6027",ZAPPA,CN6027
3068,"CANNAREGIO,6213",CA'  VALERIA,CN6213
3069,"GIUDECCA (VENEZIA),566",ORANGE CASANOVA,GD566
3071,"SAN MARCO,3910/A",SWEET APARTMENT,SM3910A
3072,"CASTELLO,6661/G",BARBARIA TERRACE,CA6661G
3073,"FONDAMENTA LORENZO RADI,14/B",APPARTAMENTO 9,X_FONDAMENTA LORENZO RADI14B
3074,"DORSODURO,2516/A",CA' CORTE BONAZZA,DD2516A
3075,"CANNAREGIO,2464",TRAPPOLIN,CN2464
3076,"CANNAREGIO,6093",CA' ZACCO,CN6093
3077,"CASTELLO,1098",B ART APARTMENT,CA1098
3078,"CASTELLO,1098",CASA DE LE FURLANE,CA1098
3079,"CASTELLO,1656",VERAVENEZIA,CA1656
3080,"DORSODURO,2604",ANCIENT SUITE,DD2604
3081,"DORSODURO,97",CA' DELLE VELE,DD97
3084,"CASTELLO,5389",APPARTAMENTO CASTELLO 5389,CA5389
3085,"CASTELLO,6239",CÀ DEL CONSOLE,CA6239
3086,"DORSODURO,671",LODOVICA DA SCHIO,DD671
3088,"SAN MARCO,1508",RESIDENZA CONTARINA,SM1508
3089,"SANTA CROCE,1135",NEON ART,SC1135
3090,"PELLESTRINA,629/N",DIMORA GIANNINO E MIRELLA,X_PELLESTRINA629N
3099,"SANTA CROCE,589",ISA SWEET HOME,SC589
3101,"CANNAREGIO,3277/A",CA'DELLE MUNEGHE,CN3277A
3110,"CASTELLO,2091",ARSENALE 2091,CA2091
3111,"CASTELLO,2091",CASA SERENA,CA2091
3112,"CANNAREGIO,496",IN THE HEART OF VENICE,CN496
3114,"CANNAREGIO,1574",CA' DELLE COLONNE,CN1574
3115,"CANNAREGIO,1574",CA DEGLI SPECCHI GRAN CANAL,CN1574
3116,"CANNAREGIO,1574",TERRAZZA MOMON,CN1574
3117,"CANNAREGIO,1574",GRAN CANAL CANAL VIEW - THE B COLLECTION,CN1574
3118,"CANNAREGIO,1574",GRAND CANAL VENEZIA,CN1574
3119,"CANNAREGIO,1574",PALAZZO QUERINI,CN1574
3120,"CANNAREGIO,1574",ZUZZI CANNAREGIO 1574,CN1574
3121,"PELLESTRINA,629/N",VILLA SCARPA,X_PELLESTRINA629N
3122,"CALLE ANGELO DAL MISTRO,29",MISTRO MURANO,X_CALLE ANGELO DAL MISTRO29
3133,"CANNAREGIO,2035",CASINÒ HOUSE,CN2035
3134,"CASTELLO,2489",SANTA GIUSTINA,CA2489
3135,"CASTELLO,22",CÀ SAN PIETRO 2,CA22
3136,"CANNAREGIO,3134",ART PAINTING APT,CN3134
3139,"DORSODURO,270/A",APT SANSOVINO,DD270A
3140,"DORSODURO,143",COZY CHARMING FLAT IN VENICESALUTE,DD143
3142,"SANTA CROCE,984/A",CA' DEL GIARDINO,SC984A
3143,"DORSODURO,3222",MIMOSA APARTMENT,DD3222
3145,"DORSODURO,3089/A",LA CASETTA DI SAN BARNABA,DD3089A
3150,"CANNAREGIO,1574",COZY ROOM IN GRAN CANAL PALACE,CN1574
3151,"CANNAREGIO,3147",NIDO DI ANNA,CN3147
3152,"CASTELLO,2159",GIULIA GARDEN,CA2159
3156,"VIA FRANCESCO DUODO,7",GIANLUCA ROSSETTI,X_VIA FRANCESCO DUODO7
3159,"CALLE SAN CIPRIANO,42",DONA' SAMANTHA,X_CALLE SAN CIPRIANO42
3161,"VIALE PIAVE,18/A",SELENA,X_VIALE PIAVE18A
3162,"VIA DOGE DOMENICO MONEGARIO,7",BERTOZZI LUISA,X_VIA DOGE DOMENICO MONEGARIO7
3165,"CASTELLO,700",CASTELLO 700 APARTMENT,CA700
3166,"SAN POLO,2837",FRAIVOLTI,SP2837
3167,"DORSODURO,1688",CASA MEMORY,DD1688
3168,"SAN POLO,1306/B",SANT'APONAL APARTMENT,SP1306B
3169,"SAN POLO,2671",PORNARO MARILINA,SP2671
3171,"CASTELLO,5160",CASTELLO 5160,CA5160
3172,"SAN MARCO,2479",GIGLIO HOUSE,SM2479
3173,"CANNAREGIO,521",CA' COLOMBINA,CN521
3174,"SAN MARCO,4793",EGO' RESIDENCE,SM4793
3175,"CANNAREGIO,3184",APPARTAMENTO SANT'ALVISE,CN3184
3176,"CASTELLO,2244",CASA ANGELINA,CA2244
3177,"CASTELLO,2024",LA LOGE DE LA BIENNALE,CA2024
3178,"CANNAREGIO,3276",PERLA GRIGIA,CN3276
3179,"CANNAREGIO,4069",ERBE,CN4069
3186,"DORSODURO,739",SAN VIO 101,DD739
3187,"DORSODURO,739",SAN VIO 302,DD739
3188,"DORSODURO,739",SAN VIO 102,DD739
3189,"DORSODURO,436",DORSODURO 436,DD436
3190,"SAN MARCO,3327",CA' CONTARINI,SM3327
3191,"CASTELLO,4619",SAN MARCO VIEW,CA4619
3192,"SANTA CROCE,1203",CA SAN SIMEON2,SC1203
3195,"SAN MARCO,4319",LOCANDE 4319 1,SM4319
3196,"SAN MARCO,2609",CASA DEL CAMPIELLO,SM2609
3197,"SAN MARCO,3860",CORTE ALBERO SAN MARCO SUITE,SM3860
3199,"CASTELLO,4674",SAVOIAJOLANDAAPARTMENTS7,CA4674
3200,"SAN POLO,285",285 AL CANAL GRANDE,SP285
3201,"CASTELLO,5180",CA' COLOMBINA,CA5180
3202,"GIUDECCA (VENEZIA),172/D",APPARTAMENTO REDENTORE,GD172D
3203,"DORSODURO,2453/E",CA' DELLE MUNEGHETTE,DD2453E
3206,"SAN PIETRO IN VOLTA (PELLESTRINA),380",ANNA BALLARIN,X_SAN PIETRO IN VOLTA (PELLESTRINA)380
3207,"VIA NICOSIA,18",CASETTA BIANCA,X_VIA NICOSIA18
3208,"CANNAREGIO,3039",CA' GIACOMO,CN3039
3215,"CANNAREGIO,3203",ALVISIANO,CN3203
3217,"DORSODURO,2695/A",CA' SERENA,DD2695A
3221,"CANNAREGIO,1846",CASA TONY,CN1846
3222,"CANNAREGIO,6317",CA DEI CARPINI,CN6317
3223,"CANNAREGIO,5083",SUITE VENICE CA DEL MAR,CN5083
3224,"CANNAREGIO,5083",CA DEI NIZIOLETI,CN5083
3225,"CASTELLO,3276",STUDIOD,CA3276
3226,"SAN POLO,1296",SAN POLO 1296 INT.13,SP1296
3227,"SAN MARCO,3267",CA PAGAN 2,SM3267
3228,"SAN MARCO,3267",SAN MARCO 3267,SM3267
3229,"SANTA CROCE,2196/A",CASA ANTONELLA,SC2196A
3230,"SANTA CROCE,1343",ROOMS SERENA,SC1343
3231,"SAN MARCO,2818",SANSOVONO,SM2818
3232,"SAN MARCO,2818",FLAVIA,SM2818
3233,"SAN MARCO,2818",BOVOLO,SM2818
3234,"SAN MARCO,2818",CONSERVATORIO,SM2818
3235,"SAN MARCO,4914",SAN MARCO CENTRO,SM4914
3236,"CASTELLO,41/F",DAMA MOLINA S.R.L. INT. 6,CA41F
3237,"CANNAREGIO,3027/P",PONENTE,CN3027P
3240,"CASTELLO,273",SLEEP IN VENEZIA,CA273
3241,"CASTELLO,2017",TANA BIENNALE,CA2017
3242,"CANNAREGIO,3277",CA' DELLE MUNEGHE,CN3277
3244,"CASTELLO,3572",LOFT DUE CUORI,CA3572
3245,"CANNAREGIO,2324",VIOLA SUITE,CN2324
3246,"CANNAREGIO,3218",PALAZZO MICHELIN SUITE,CN3218
3247,"CANNAREGIO,5245",VENICE CANAL SPECTACLE,CN5245
3248,"CANNAREGIO,3202",DAVIDE PIOVESAN,CN3202
3249,"DORSODURO,1677/D",DAGMAR EDER,DD1677D
3250,"SAN MARCO,1835",VIA DELLA SETA,SM1835
3251,"SANTA CROCE,1240",MATYMARTY,SC1240
3252,"GIUDECCA (VENEZIA),317",GIUDECCA LUXURY WATERFRONT,GD317
3253,"CASTELLO,6340",CA SERENISSIMA,CA6340
3254,"SAN POLO,2322",CAMPO SANT'AGOSTIN,SP2322
3255,"SAN MARCO,2716",CASA ZUCCHI,SM2716
3256,"SANTA CROCE,1560",MIRCA TOSI,SC1560
3257,"SAN POLO,2872",VENICE APARTMENT SAN TOMA,SP2872
3258,"SANTA CROCE,1784/A",TONIOLO,SC1784A
3260,"SAN MARCO,213",TORRE,SM213
3261,"SAN MARCO,213",RESIDENZA SAN MARCO AI DO MORI,SM213
3262,"SAN MARCO,213",CLOCK TOWER APARTMENT IN PIAZZA SAN MARCO,SM213
3263,"SAN MARCO,213",BYRON,SM213
3264,"CANNAREGIO,2445",GROME,CN2445
3265,"CANNAREGIO,5428",LUXURY VENETIAN SUITE,CN5428
3267,"CASTELLO,1670",ELDA HOUSE,CA1670
3268,"CANNAREGIO,1100",LE GUGLIE LT,CN1100
3269,"CASTELLO,6551",CASA GIUSTINA,CA6551
3270,"CANNAREGIO,2482",ACCOGLIENTE APPARTAMENTO NUOVO VENEZIA CENTRO,CN2482
3271,"CANNAREGIO,4121",DIMORA SANT'ANDREA CANAL VIEW,CN4121
3273,"CASTELLO,2048",ELISA,CA2048
3274,"VIA SANDRO GALLO,5",CASA VACANZE EVA,X_VIA SANDRO GALLO5
3275,"VIA SANDRO GALLO,5",VIA SANDRO GALLO 5,X_VIA SANDRO GALLO5
3276,"SAN MARCO,306",DUE LEONI,SM306
3277,"SANTA CROCE,1170",CANALETTO(R2A),SC1170
3278,"DORSODURO,460",CA SAONER,DD460
3279,"SAN POLO,1882",RIALTO CHARME,SP1882
3280,"DORSODURO,1709/A",DE PISIS APARTMENT,DD1709A
3286,"SAN MARCO,2672",RICCARDO PATERNO,SM2672
3287,"SAN MARCO,2672",S.MAURIZIO,SM2672
3288,"SAN MARCO,2672",CA' SVEVA VENICE APARTMENT,SM2672
3289,"SANTA CROCE,89/A",CA' DEI NONNI,SC89A
3290,"SAN POLO,851",CAVINATO ETTORE,SP851
3291,"SAN MARCO,213",SAN MARCO 213 DX,SM213
3292,"SAN MARCO,1721/A",CASA VENIER,SM1721A
3293,"VIA MARCANTONIO BRAGADIN,1/M",ALE'S HOUSE,X_VIA MARCANTONIO BRAGADIN1M
3294,"DORSODURO,1273","PIANO NOBILE CORTE DE LA COMARE, DORSODURO",DD1273
3295,"VIA ENRICO DANDOLO,9",CA' GEORGE,X_VIA ENRICO DANDOLO9
3296,"CASTELLO,3608",DOGE PALACE 8,CA3608
3297,"CASTELLO,3608",CASTELLO 3608 INT.7,CA3608
3298,"CASTELLO,3608",DOGE PALACE 7,CA3608
3299,"SAN MARCO,3284",S MARCO 3284,SM3284
3300,"CASTELLO,6818/A",CASA FLAVIA AI MOROSINI,CA6818A
3301,"SAN MARCO,5414",LA BISSA,SM5414
3302,"SANTA CROCE,2177",CA BARBARO PICCOLA,SC2177
3304,"SAN POLO,2803",I GIOIELLI DEL DOGE TOPAZIO,SP2803
3305,"CASTELLO,3729",THE ARSENAL LARGE,CA3729
3306,"PONTE SANT'ANTONIO,5614",CA DELL'ARTE PALACE,X_PONTE SANT'ANTONIO5614
3307,"SAN POLO,645",RUGABELLA RIALTO,SP645
3308,"SAN MARCO,4152",SAN LUCA 1836,SM4152
3309,"CASTELLO,2063/A",396 FOND. DELLA TANA,CA2063A
3311,"CANNAREGIO,1793",SAN MARCUOLA 1793,CN1793
3312,"CANNAREGIO,3764",PALAZZO PESARO PAPAFAVA,CN3764
3313,"SANTA CROCE,1962",BAROVIER,SC1962
3314,"SAN MARCO,1879",MARILENA,SM1879
3315,"SAN MARCO,679",SUITE CARTIER,SM679
3317,"SAN MARCO,3188",SAN SAMUELE,SM3188
3318,"CASTELLO,986/A",D.F.G.  SRL 1,CA986A
3319,"SAN MARCO,4013",LOC. SAN MARCO,SM4013
3320,"SAN MARCO,4013",PALAZZO CRISTO XI,SM4013
3321,"SAN MARCO,4013",LOC.SAN MARCO,SM4013
3322,"CASTELLO,2195",LA VIDA,CA2195
3325,"CANNAREGIO,2010",INN VENICE,CN2010
3327,"CANNAREGIO,4002",WELLVENICE CÀ D'ORO,CN4002
3328,"CASTELLO,1729/A",CASA COSTA,CA1729A
3329,"CASTELLO,6097",LA COCCOLA,CA6097
3330,"CASTELLO,5881",VENICE DOSE GUESTHOUSE,CA5881
3331,"CANNAREGIO,6008",MIRACOLI,CN6008
3332,"CALLE MOTTA,5",TOMMY'S HOUSE,X_CALLE MOTTA5
3338,"CASTELLO,359",ARSENALE CANAL VIEW 2,CA359
3339,"DORSODURO,844",POMPEA,DD844
3340,"SAN POLO,3078",APPARTAMENTO CAORLINA,SP3078
3341,"SAN POLO,3078",APPARTAMENTO PUPPARIN,SP3078
3342,"SAN POLO,3078",APPARTAMENTO MASCARETA,SP3078
3343,"CASTELLO,1141",LIBERIO,CA1141
3344,"CASTELLO,1141",ELIA 1141,CA1141
3345,"CANNAREGIO,5817",CA AMADI APT,CN5817
3346,"CANNAREGIO,5817",BIANCATEA,CN5817
3347,"VIA ANGELO EMO,11",MARTINI  027042-LOC-13028,X_VIA ANGELO EMO11
3348,"VIA ANGELO EMO,11",MARTINI 027042-LOC-14191,X_VIA ANGELO EMO11
3349,"CASTELLO,939",VENEZIA,CA939
3350,"DORSODURO,1832/A",LOCAZIONE TURISTICA TORA,DD1832A
3351,"SAN MARCO,2485",ROMANTIC PENTHOUSE,SM2485
3352,"SANTA CROCE,1669",SUITE CASANOVA,SC1669
3353,"SANTA CROCE,1669",SILVIO BERNARDI,SC1669
3354,"CANNAREGIO,4151",CASA DEL POZZO,CN4151
3355,"CANNAREGIO,2632",ANNA'S APARTMENT,CN2632
3356,"CANNAREGIO,2718",LOCAZIONE TURISTICA ANTONIO PIZZATO,CN2718
3357,"CANNAREGIO,3875",CA' D'ORO,CN3875
3358,"SAN POLO,1148",RIALTO TWINS HOUSE,SP1148
3359,"CASTELLO,5213",CA GIULIA - RIALTO PRESTIGE,CA5213
3360,"DORSODURO,1676/N",SAN BASILIO,DD1676N
3361,"DORSODURO,1676/N","DORSODURO,1676 N",DD1676N
3362,"SAN MARCO,2943",CASA LUCE,SM2943
3363,"DORSODURO,3197",CA NANI BERNARDO GONDOLIERE,DD3197
3364,"SAN MARCO,3857",CA DELL'ALBERO,SM3857
3366,"CASTELLO,359",ARSENALE CANAL VIEW 1,CA359
3367,"SANTA CROCE,1170",CARLO SCARPA,SC1170
3368,"SANTA CROCE,1170",LONGHI,SC1170
3371,"CASTELLO,275",SAN PIETRO,CA275
3372,"CANNAREGIO,4655",WALESCH CANNAREGIO 4655,CN4655
3374,"VIA MARCANTONIO BRAGADIN,12/A",BRAGADIN,X_VIA MARCANTONIO BRAGADIN12A
3375,"VIA MARCANTONIO BRAGADIN,12/A",CASTELLETTI MARIA 1,X_VIA MARCANTONIO BRAGADIN12A
3377,"CASTELLO,2193",ARSENALE,CA2193
3378,"CASTELLO,2193",VENEZIA STORICA,CA2193
3379,"CASTELLO,2193",VANDA MARINOTTI,CA2193
3381,"CASTELLO,2738",ARSENALE,CA2738
3382,"CASTELLO,2738",CELESTIA,CA2738
3383,"DORSODURO,401",TERRACES APARTAMENT,DD401
3384,"SAN POLO,2767",VIVALDI,SP2767
3385,"SAN MARCO,605",SAN MARCO VIEW TERRACE APARTMENT R&R,SM605
3386,"CANNAREGIO,4086",HISTORICAL FLAT,CN4086
3387,"CASTELLO,714",CA'GINEVRA&CAROLINA,CA714
3388,"CANNAREGIO,6226",ANGELO,CN6226
3389,"SAN MARCO,4009",CA ROSSINI 2,SM4009
3390,"SAN MARCO,1808",C LEON,SM1808
3391,"CASTELLO,1606",VENICEBALCONY,CA1606
3392,"CASTELLO,181",FONDAMENTA DEL RIELO,CA181
3393,"SANTA CROCE,2161/A",IMMOBILIARE NK SRL,SC2161A
3394,"SAN POLO,2244/A",BORTOLOZZO,SP2244A
3395,"CASTELLO,4384",SAN GIOVANNI NOVO P3,CA4384
3396,"CASTELLO,4464",CORTE VERDE STUPENDA,CA4464
3397,"SANTA CROCE,660",BELVEDERE,SC660
3398,"PELLESTRINA,619",THOMAS' HOUSE,X_PELLESTRINA619
3399,"SAN MARCO,2968/A",SAN MARCO 2968A,SM2968A
3400,"SAN MARCO,3590",CA' DELL'ARTE LUXURY 1,SM3590
3401,"CANNAREGIO,1667",CA' NADIA APARTMENT,CN1667
3403,"DORSODURO,1259",CA MAINELLA,DD1259
3404,"CANNAREGIO,2623",LA TINTORETTA,CN2623
3405,"CASTELLO,4231",CALLE DEGLI ALBANESI 4231,CA4231
3406,"CANNAREGIO,2370",SCALA REALE,CN2370
3407,"CASTELLO,5569",SAN LIO,CA5569
3408,"SAN MARCO,5240/A",CA' BEATRICE,SM5240A
3409,"CASTELLO,6450/A",APPARTMENTO MUAZZO,CA6450A
3410,"SAN MARCO,998",CAVECCHIO POZZO,SM998
3411,"CASTELLO,3160",CASA DEI BOMBARDIERI,CA3160
3412,"DORSODURO,783",APT3,DD783
3413,"SAN MARCO,3286",CA' DELL'ARTE 2,SM3286
3416,"SAN MARCO,3999/A",C FORTUNY,SM3999A
3417,"DORSODURO,3085",SAN BARNABA,DD3085
3418,"DORSODURO,3085",SAN BARNABA,DD3085
3419,"SANTA CROCE,1144",ROSALIA MARIA BALLESTEROS GARCIA,SC1144
3420,"GIUDECCA (VENEZIA),296/A",CA' MILLA,GD296A
3421,"CASTELLO,1161",CA 1161 CASTELLO,CA1161
3423,"DORSODURO,3768",CA FUMIANI,DD3768
3425,"DORSODURO,512",CA ARLECCHINO,DD512
3426,"SAN MARCO,2717",IL POGGIOLO,SM2717
3427,"SAN MARCO,2717",D01,SM2717
3428,"CASTELLO,6814",COLLEONI SRL,CA6814
3430,"DORSODURO,3441",CA' RUGGERO,DD3441
3431,"GIUDECCA (VENEZIA),94",CASA ANNALISA,GD94
3432,"SAN POLO,2194",CANTON DE LE GONDOLE A,SP2194
3433,"CANNAREGIO,3136/A",CA DEI ORMESINI,CN3136A
3434,"CANNAREGIO,5715",CASA MARCONATO,CN5715
3435,"CANNAREGIO,5715",RESIDENZA MARYANN,CN5715
3436,"CASTELLO,1152",CA MARCELLA,CA1152
3438,"SAN MARCO,2568",TOSCA,SM2568
3439,"SAN MARCO,2568",AIDA,SM2568
3440,"SAN MARCO,2568",MADAMA BUTTERFLY,SM2568
3441,"SAN MARCO,2568",TRAVIATA,SM2568
3442,"SAN MARCO,3649",RESIDENZA DE MORI,SM3649
3444,"DORSODURO,3060",MARCO MARCON,DD3060
3445,"CASTELLO,1553/A",LAGUNA D'ORO APARTMENT,CA1553A
3446,"CANNAREGIO,1644",SAN LEONARDO MINI APARTMENT MILA,CN1644
3447,"CASTELLO,1611",CRISTINA'S HOME,CA1611
3448,"CASTELLO,1611",VENICE SKYLINE LOFT,CA1611
3449,"CASTELLO,1172",APPARTAMENTO TURISTICO 1,CA1172
3450,"CASTELLO,936",X0270424629,CA936
3451,"DORSODURO,1138",CORTE DELLA PALMA,DD1138
3452,"DORSODURO,3397",CASA TONIOLLI,DD3397
3453,"PELLESTRINA,881/A",CA'BRASIOLA,X_PELLESTRINA881A
3454,"SAN POLO,1321",MELUSINA FRESCO,SP1321
3457,"CANNAREGIO,96/T",APPARTAMENTO IL POGGIOLO,CN96T
3458,"CANNAREGIO,5345/B",CORTELUNA,CN5345B
3459,"SAN POLO,2194",CANTON DE LE GONDOLE B,SP2194
3460,"DORSODURO,2411",ELENA ZUZZI,DD2411
3461,"SANTA CROCE,1795",CORNER OF PARADISE,SC1795
3462,"DORSODURO,1144",DOMUS CARLA WITH GARDEN,DD1144
3463,"CASTELLO,5120",CÀ EONI,CA5120
3464,"SAN MARCO,3905",CA MICHIEL CANAL GRANDE,SM3905
3465,"SAN POLO,1603",RESIDENZA CUOR DE RIALTO,SP1603
3466,"CASTELLO,946/F",RIVA D S,CA946F
3468,"SAN POLO,1182",CASA DIAMANTE BLU RIALTO,SP1182
3469,"SAN MARCO,4716",SAN MARCO FLAT,SM4716
3470,"SAN MARCO,4716",CANAL VIEW SAN MARCO LUXURY APARTMENT,SM4716
3472,"SAN MARCO,4895",SAN MARCO 4895,SM4895
3473,"SAN MARCO,532",SAN ZULIAN Q,SM532
3474,"DORSODURO,1262/A",CA' CERCHIERI TERRACE,DD1262A
3475,"DORSODURO,1262/A",CA'CERCHIERI1,DD1262A
3476,"DORSODURO,1262/A",CA' CERCHIERI MEZZANINE,DD1262A
3477,"SAN MARCO,3360",SUITE 2,SM3360
3479,"DORSODURO,1681",ARTIST'S HOUSE,DD1681
3483,"CANNAREGIO,2143",CA' MAGNO,CN2143
3484,"CANNAREGIO,5004",SANTA CATERINA,CN5004
3486,"SAN POLO,2775",GRAND CANAL HERITAGE HOME - RED HAVEN,SP2775
3487,"CANNAREGIO,6059",MIRACOLI74,CN6059
3488,"CANNAREGIO,4001/B",APARTMENT SAGREDO,CN4001B
3492,"CASTELLO,6434",GATES,CA6434
3493,"SAN POLO,1211",AI FRADEI,SP1211
3495,"SANTA CROCE,1265",NEW LUXURY APARTMENTS INT. 3,SC1265
3497,"SANTA CROCE,1265",NEW LUXURY APARTMENTS INT. 4,SC1265
3498,"SANTA CROCE,1265",NEW LUXURY APARTMENTS INT. 5,SC1265
3499,"SAN POLO,1950",CA' CARAMPANE,SP1950
3500,"CASTELLO,6062",APPARTAMENTO 1,CA6062
3501,"SAN MARCO,1905",CÀ IOLE SAN MARCO VENICE APARTMENTS,SM1905
3502,"CASTELLO,6228",CA' FRANCHI,CA6228
3503,"CASTELLO,6118",CA' MAGNA,CA6118
3506,"CANNAREGIO,654",AI TRE ARCHI APARTMENT,CN654
3507,"CASTELLO,3329",CASETTA VENEZIA,CA3329
3508,"CANNAREGIO,4774/A",APPARTAMENTO,CN4774A
3509,"CANNAREGIO,5120",CA LA STAMPA,CN5120
3510,"SAN MARCO,3919",SAN MARCO 3919,SM3919
3511,"DORSODURO,1539",CHAT FRANCOIS,DD1539
3512,"SAN POLO,579",FRAIA,SP579
3515,"CASTELLO,4606",CALLE DELLE RASSE,CA4606
3516,"DORSODURO,2252",CA' FORCOLA,DD2252
3518,"GIUDECCA (VENEZIA),395",IMMERSA NEL VERDE,GD395
3519,"CASTELLO,4961",CAMANUELA,CA4961
3520,"SAN POLO,1493",CA' NANO,SP1493
3522,"SANTA CROCE,1414",GIACOMO TERRAZZA,SC1414
3524,"SANTA CROCE,107/A",CA DEL BEZZO COMFORT AND CITY VIEW,SC107A
3525,"SAN POLO,2029",GIANDOMENICI,SP2029
3526,"SAN MARCO,1905",APPARTAMENTO SAN MARCO LA FENICE,SM1905
3527,"DORSODURO,748/A",APPARTAMENTO DI BAUDELAIRE,DD748A
3528,"CANNAREGIO,5075/C",SUITE 5075,CN5075C
3529,"CANNAREGIO,3495",3495,CN3495
3530,"CANNAREGIO,2410",FOSCA PRESTIGE,CN2410
3531,"CANNAREGIO,5626",FRANCI,CN5626
3532,"CASTELLO,3385/A",CA LION,CA3385A
3533,"CASTELLO,279/A",ERBE 2,CA279A
3534,"CASTELLO,1127",HEART OF BIENNALE,CA1127
3535,"SAN POLO,579",FIGARO,SP579
3536,"CASTELLO,2282",CA' TERESA,CA2282
3537,"CASTELLO,1934",ANTHONYFLATVENICE,CA1934
3538,"CASTELLO,310",RUGA,CA310
3539,"DORSODURO,3809",FRARI LUXURY,DD3809
3540,"SAN MARCO,3366",DIMORA ALVERÀ,SM3366
3541,"CANNAREGIO,3609",SAN FELICE,CN3609
3542,"CANNAREGIO,1210",CA' DELL'ORTO,CN1210
3544,"DORSODURO,1360",OGNISSANTI TERRACE,DD1360
3546,"VIA ANDREA CALMO,9","SPLENDIDO, A UN PASSO DAL MARE!!!",X_VIA ANDREA CALMO9
3547,"CASTELLO,530",GIUDITTA HOME,CA530
3548,"SAN POLO,470",IVA LANDO,SP470
3549,"CANNAREGIO,5826",TRE CANALI,CN5826
3550,"CANNAREGIO,3789",NAMA BOUTIQUE RESIDENCE,CN3789
3551,"CASTELLO,2530",APPARTAMENTO 2530,CA2530
3552,"CASTELLO,4226",CA DEI DOGI,CA4226
3553,"CASTELLO,4226",L'HOME VENEZIA,CA4226
3554,"CASTELLO,4226",APPARTAMENTO DAMA,CA4226
3555,"CASTELLO,6451/B",ZANIPOLO,CA6451B
3556,"SAN MARCO,2076",CASA DA PAOLO,SM2076
3557,"SAN POLO,388/B",RIALTO SUITES - YELLOW SUITE,SP388B
3560,"CASTELLO,4500",AWANA GANA CA GIULIA,CA4500
3561,"CASTELLO,4500",IN VENICE BACK TO SAN MARCO,CA4500
3563,"SANTA CROCE,1270/D",ZEN 6,SC1270D
3564,"SAN MARCO,209",SAN MARCO TERRACE,SM209
3570,"SANTA CROCE,118",CAMIGIO GAFFARO,SC118
3571,"SAN MARCO,2991",APPARTAMENTO,SM2991
3572,"VIA MARCO POLO,1",MARCO POLO,X_VIA MARCO POLO1
3573,"GIUDECCA (VENEZIA),485",CA'CECILIA,GD485
3576,"CASTELLO,1047",RICCARDO,CA1047
3577,"CASTELLO,2532",SUITE BIENNAL,CA2532
3578,"SAN POLO,1449/A",1 A CA' PETRIANI,SP1449A
3579,"SAN POLO,1449/A",RESIDENZA ALMA,SP1449A
3580,"SANTA CROCE,876",PAOLA,SC876
3582,"GIUDECCA (BURANO),140",TIFFANY HOME,X_GIUDECCA (BURANO)140
3583,"SAN MARCO,4849",CA CAPITELLO,SM4849
3584,"SANTA CROCE,1972",CA' MOCENIGO,SC1972
3585,"CASTELLO,5542",GEMMA ROSA,CA5542
3586,"SAN MARCO,1640",CASA DEL CARRO 2,SM1640
3587,"SAN MARCO,1640",CASA DEL CARRO 1,SM1640
3589,"SAN MARCO,2818",RIARI,SM2818
3591,"SAN MARCO,2877",KYRA'S HOUSE,SM2877
3593,"SAN MARCO,1594",CA SAN MARCO,SM1594
3594,"SAN MARCO,1874",CA FOSCARINI,SM1874
3595,"CASTELLO,5200",5200,CA5200
3596,"DORSODURO,2633",ABITAZIONE IRENE,DD2633
3597,"SAN POLO,2390",SAN STIN,SP2390
3598,"DORSODURO,430/B",CA' BELLE ARTI,DD430B
3599,"DORSODURO,1241",SUITE 1241 TERRACE,DD1241
3600,"SANTA CROCE,639",GIARDINO SEGRETO,SC639
3602,"CANNAREGIO,983",CASA DEL BATELO,CN983
3604,"CASTELLO,223",CASTELLO 223,CA223
3605,"CANNAREGIO,2444",CA' DEL RIO,CN2444
